 id,text,label
18129.0,<user> <user> <user> updates ending blatant racism windrush amp grenfell proves <user> <user> alloutpolitics politicslive pmqs <user> url,0
70380.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> know going happen going lay bed cry listen kelly clarkson thanks free speech antifa,0
12108.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> smart think gen flynn sentencing keeps rescheduled url,1
74358.0,<user> blow hard,0
82599.0,<user> <user> <user> means max lvl twitter user maybe try new game,0
66596.0,3 nina one reasons read book long worried character trusted everyone nina goddamn goddess would die thousand times big bold lovely perfect arc perfect,0
70999.0,<user> <user> <user> <user> <user> please vote kavanaugh fit scotus allegations women shady financials disqualify ruleoflaw matters metoo countryoverparty withdrawkavanaugh stopkavanaugh,0
36026.0,<user> <user> ppl say racist racist racist repeat,0
29439.0,<user> kathy patriot <emoji : statue_of_liberty> love great president trump spine u steel changing trade amp everything americans americafirst usa maga leadership amp respect economy jobs peacethrustrength god bless trump amp theusa <emoji : grinning_face> <emoji : statue_of_liberty> <emoji : statue_of_liberty> <emoji : statue_of_liberty> <emoji : grinning_face>,0
74477.0,<user> wow liberals really sense humor <emoji : face_with_rolling_eyes>,0
49845.0,<user> fucking ready,0
32305.0,<user> holy moly catholic people awakened falseprophet lunatic,0
77243.0,<user> lol yeah per dina everyday per claudia horse got vet care unless donation example limping etc,0
73205.0,<user> <user> <user> surprise antifa blm soros americas worst enemy history believes way take usa withing hes right gunna happen,0
47311.0,<user> wedding best pretty,0
48553.0,<user> <user> conflict look soros involved violent left agenda antifa also,0
75689.0,<user> <user> <user> url announcements every come fruition basically stealing labour ideas get votes,0
84102.0,4 10 british people basically full racists 4 10 voters vote conservatives coincidence,1
10607.0,guncontrol advocates must stop falling assure electorate love horrific 2a url,0
98992.0,<user> fuck,1
92056.0,<user> certainly weird view toward margaret sanger geonicidal philosophy aborting minorities like know black population suffers shares opinion,0
75215.0,<user> <user> useless attempts right thing never follows,1
96218.0,walkaway liberals party poison url,0
57013.0,<user> grateful trump dog white house cruel man,1
74831.0,<user> trump kicks dem butt fun,1
28204.0,toxictory minister <user> attempted expense 50 charity donation <user> <user> toriesmustgo dissolvetheunion url,0
42024.0,<user> ur straight forword man <emoji : ok_hand> saw u dance dewwane ur talk free ky ap kitnay porrany ho industry mein really like ur quality u even gather ur senior <emoji : green_heart> artist love manmarziyaan <emoji : cowboy_hat_face> <emoji : thumbs_up>,0
54842.0,<user> <user> <user> <user> twitter silence alex jones retaliation asking twitter jack questions <user> <user> <user> <user> url,0
48995.0,<user> thats old man,1
47153.0,<user> <user> <user> obstructionists anti american pharisees ask running get nothing maga,1
76826.0,<user> <user> 2 represent alinskyite orwellian leftist tool amp fool view things like 99 9 marxists amp antifa similar 2u psst b4u use words fascist fascism go ahead amp read souza book big lie right u know squat either,0
27645.0,<user> remember somehow centrist antifa haters never quite seem bring condemn things,0
64429.0,<user> mean worked gun control right url,1
78064.0,<user> principled conservatives hypocrickets,0
14122.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> forget <user> amp democrat backed antifa,0
72353.0,<user> beautiful person teach values kids teaching royalty keep keep going heads stay real <emoji : red_heart>,0
39051.0,<user> bring antifa criminal son campaign,0
50759.0,tear made 1 water 99 feelings,0
75992.0,<user> <user> trump addresses gun control representing nra let says url,0
45068.0,<user> drinking much koolaid bloated,1
95225.0,<user> players women women color,0
84667.0,<user> <user> <user> <user> institution let tweet behaves window licker,1
23784.0,<user> well url,0
93119.0,wtc threat <user> maga qanon wakeupamerica url,1
30115.0,<user> easily digestible content need nuance even understand story show picture antifa get base level emotional response content requires order profitable,0
69281.0,<user> <user> try looking plain old democrats liberals ones conversation,0
15322.0,<user> great news old moonbeam went coma <emoji : face_with_tears_of_joy>,0
21379.0,<user> <user> <user> please call trump narcissistic sociopath,1
43133.0,<user> <user> unfortunately america system like would called racist liberals believe exams racist minority groups,0
52102.0,<user> know still alive wondering career railroaded odd loved especially day,0
59537.0,<user> <user> guy always present bet lol,0
44209.0,<user> <user> baby url,0
96664.0,<user> persuasive fam,0
12559.0,<user> nothing new going vote anyway vote liberals november url,0
61914.0,<user> burt cool dude,0
94767.0,<user> thank u finally point okay using heat happy,0
64835.0,<user> kind like trump time huh,0
41353.0,<user> former antifa white house arrest citizen arrest someone explain,0
91001.0,<user> good move big loser,1
18495.0,<user> let get bottom dm zipcode check back make sure enjoying best tv offer asap nevinbruce,0
76680.0,<user> <user> <user> <user> record know doug jones personally sen bc credible choice next election,0
88013.0,<user> president feelings totally opposite cnn feelings say cnn liberals,0
66349.0,<user> literally narrative par nazis punch antifa punch two sides coin noooooooo one groups wants exterminate deport poc jews wants prevent comparison benefits fash,1
80561.0,<user> <user> many dumb arguments gun control may dumbest common,1
49996.0,<user> <user> yall need chill really abysmal 2nd half rizzo abysmal 1st half baseball happens things still needs work yes power numbers dropped yes could bounce back anytime url,0
77086.0,<user> dude old lmao ps go pack go,0
10972.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> trump supporters even wear hat without abused meet animals left attack antifa branch communist socialist nazis democrat party,0
69160.0,<user> laughs gotten enough <emoji : relieved_face>,0
28380.0,<user> <user> <user> well,0
40252.0,<user> <user> <user> first even pizza panera,0
52824.0,<user> good girl <user>,0
77294.0,<user> <user> ugly black hearted troll url,1
13420.0,<user> <user> <user> clearly pokemon master almost 400 rare candy alone 150 legacy moveset pokemon depends like keep collection pieces value game,0
16940.0,<user> dont believe hype,1
83816.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> followed new maga please follow back,0
99156.0,protests reported sunderland except football fan one flag says westbrom getting worse even type maga mega mbga mcga conservatives patriots muslims farleft leftists doomed lose realises civilwar soon url,0
11255.0,<user> liberals would still vote claim comments taken context still man integrity,0
28841.0,<user> <user> saved maga,1
71682.0,<user> good riddance,0
17577.0,<user> goddess,0
59998.0,<user> probably imagine sjw snowflakes feel safe working might conservatives lurking shadows conservatives ruskies 21st century,1
28812.0,<user> get <emoji : crying_face> damn haters deleting ig reason url,1
84131.0,<user> think canadian liberals actually blame trudeau costs per standard push us,0
64776.0,<user> sjshsj thats job bitch,1
95712.0,<user> discuss haiti,0
69972.0,<user> <user> <user> part collusion get dumocrat,1
37115.0,<user> skilled <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy>,0
96789.0,<user> reason farakans illegal values black muslim would reason detest believe illegal values simply result bad character like supporters,1
68629.0,<user> let leftist democrats riot streets antifa counterparts,1
66109.0,<user> thought canada strict gun control help understand happening,0
32942.0,<user> life tho <emoji : expressionless_face>,0
74285.0,<user> important midterms get word democrats want people color believe support know false word spread even need know maga naacp,0
77319.0,<user> <user> antifa giving death threats professor ford threatening violence candidate loses spanky impeached,1
30517.0,<user> <user> <user> seen listened antifa pals,0
69077.0,<user> <user> case antifa take little bat something good kind thing,0
67758.0,<user> titles scare little bit,0
48223.0,<user> <user> interaction tory volunteers fcp volunteers witnessed today one demanding float moved back parade ableg cdnpoli,0
53947.0,added video <user> playlist url combat mon frere vs ismael et maga assassin vs david le boxer yfc 2,0
49504.0,<user> law changed make allegation days guilty proven innocent liberals mentally ill,1
66291.0,<user> straight different thank joe biden one also wonder outcome name antifa hill,0
75850.0,<user> yo real gorgeous,0
29241.0,<user> <user> hope gets twitter tell amazing <emoji : red_heart> <emoji : grinning_face_with_smiling_eyes>,0
19842.0,<user> gun control tried proven failure people vote democrat refuse admit reality gun control work,0
69232.0,<user> overwhelming liberals populated states make policy rest america clue california biggest population mean u shares values get clue hillary,0
36471.0,<user> <user> partly fund antifa,0
32897.0,<user> dumbass,1
62072.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> levistrauss wanting gun control many us wonder heck want freedoms taken away selective freedoms url,1
95444.0,<user> point time think pres trump gives sh neither lol url,1
51172.0,<user> <user> k conservatives get polls vote red,0
71895.0,harvard harris poll conducted year found 48 percent black americans said would like see one 250 000 legal immigrants brought u year url maga tcot,0
78366.0,<user> doubt <user> officially become national socialist american workers party gone ppl like <user> <user> acting der sturmer antifa einsatzgruppen waffen ss detachment,0
39021.0,<user> oh carmen fricking cute,1
96837.0,<user> time conservatives binnedboris sent lyin lynton back australia,0
51815.0,<user> <user> <user> 2015 manifesto promised vote back think brexit would gone brits eu27 allowed vote referendum gerrymandered,0
62023.0,<user> metoo movement must extension antifa complete joke movement selective joe biden would court fonding girls camera url,0
10253.0,<user> <user> awesome thank give humanity hope,0
21367.0,<user> goober,0
33797.0,<user> another uninformed,0
11160.0,<user> forgot foster child,0
32916.0,<user> brainless dems wants us believe majority liberals like leaders corrupts obama crookedhillary real bad losers maga trump,1
87052.0,<user> <user> supposedly smart people think one moment audience people voted trump scared shitless hearing top brass speak way,0
29556.0,<user> surprised takes sick woman make type accusations kind find far left liberals praying really weak members gop like collins flake pull back support,0
18547.0,<user> <user> california gun control direct result white people scared black panthers using right bear arms nra problem gun control,1
32688.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> 25 oct 2005 brazil citizens overwhelming voted government implementing strict gun control factor 63 9 brazilian government still violates referendum everyday brazilians murdered w zero effective method self defense,0
57850.0,claim without sin deceive truth us confess sins faithful forgive us sins purify us unrighteousness 1 john 1 5 9,0
82339.0,<user> yes hurt selves gun control freaks,1
62815.0,<user> always shows dedication wonder best url,0
69928.0,scarred life lol maga url,1
13872.0,confirm man left wing activist liar story changes hard evidence christineblaseyford innocent proven guilty confirmkavanaugh maga <user> weakrinos republicans,1
30791.0,<user> reagan also signed first gun control bill governor ca,0
80385.0,<user> awe hogwash really need overstate obvious,0
52375.0,1 man seriously needs mental health treatment firearms confiscated longer danger others 2 waiting gun control advocates add list school shootings 3 buys 22 caliber handguns url,0
74004.0,<user> <user> leftists showing yet vile,1
70838.0,<user> drunk crazy man,1
64577.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> honored included fine patriots thank rena maga <emoji : united_states> <emoji : grinning_face> <emoji : two_hearts> <emoji : united_states> dean <user> url,0
53928.0,<user> alone sexually assaulted fellow law student 1978 never reported think would believed however something happened made realize victim felt made colossal mistake,0
85707.0,<user> another terrorist attack reported msm,0
63292.0,<user> dont know imma url,0
25009.0,<user> yes gilmer makes laugh much,0
90990.0,<user> u r lifeline <emoji : red_heart> <emoji : folded_hands> <emoji : face_with_tears_of_joy> <user>,0
65785.0,<user> always thought h ford level headed guy guess note ford climate change summer fall winter spring happens every year get,0
38837.0,<user> yeah need made bullshit protestors antifa lol time epic beatdown <emoji : winking_face>,1
94182.0,<user> <user> unfortunately right keep real assault weapon,0
77653.0,<user> real rocky <emoji : fire> <emoji : fire> <emoji : fire> oh god,0
27238.0,<user> thank everyone making possible amazing beautiful bears member olivers army appreciate everything make lives better,0
12892.0,<user> yeah got everything sorted needed sorted still taking small sips wine unusual emily guessed jj profile,0
16885.0,<user> way move haiti liberals seem make shit holes large cities go somewhere already shit hole work,1
46581.0,<user> yes,0
41517.0,<user> <user> <user> tried went nowhere 100 pro gun control done,0
22717.0,<user> <user> <user> <user> <user> could killed many hunting rifle time vantage close hour police entered room actual shooting 10 min making gun control going get people killed need smarter,0
88539.0,<user> <user> aha yes see individual sense needing belong winning team constant conditioning self devaluation see strong sense q side left hillary antifa side well regardless think winning,0
65786.0,<user> <user> oh know know talking see tweet repling lol,0
54437.0,<user> another demonstration gun free zones work brought liberal likely supports stricter gun control,0
19514.0,pussy grabbing <user> one wearing gloves handling food maga url,1
57943.0,<user> plan environment even conservatives able understand able live planet make money,0
44837.0,<user> <user> soros root everything anything anti american money hollywood way islam antifa illegals url,0
36289.0,firemorningjoe cut cloth conservatives misogyny bigotry always display responsible trump url,1
80570.0,<user> <user> truly got idiotic thing ever seen,1
43185.0,<user> <user> brigitte gabriel experienced life would nightmares sounding alarm americans buy book pay attention warning america,0
67080.0,<user> <user> poor baby,0
96270.0,<user> <user> <user> <user> antifa democrats dixiecrats kkk url url,0
48060.0,<user> <user> <user> forget telling primarily black liberal audience conservatives want put back chains,0
31065.0,<user> sad exploited also reputation destroyed read part antifa,0
22128.0,<user> <user> <user> trump proposes racial profiling tactic start thinking url,0
36518.0,<user> introducing sweet sweet baby king always sooo nice try sit sofa never attacks url,0
59559.0,<user> <user> <user> gone tho inputed bottom top first 20seconds tweet good 1 tmart <emoji : thumbs_up_light_skin_tone>,0
53309.0,kamalaharris new dem emperor clothes taxpayers funded unprecedented armed protection gun control sen kamala harris url via <user>,0
29497.0,<user> yet fat,1
50315.0,<user> <user> understand capablities despite proof economy hypothesis lied liberals entire life believing told liberal media made bill clinton look good could trump,0
97959.0,oath must subpoenaed testify lifetime appointment stake please right time amp allow orrin hatch already made mind lying allowed question kind questions could invite lawsuit,0
66524.0,<user> <user> best,0
12919.0,<user> indeed,0
40855.0,<user> <user> <user> little concerned q followers slowly become sort right wing sjw antifa thingie also excuse horrible english native languase much schooling sorry sucks <emoji : grinning_face_with_sweat>,0
84100.0,<user> yep antifa literally hitler,0
21270.0,<user> wow hot <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes> <emoji : kissing_face> <emoji : kissing_face> <emoji : kissing_face> <emoji : kissing_face> <emoji : kissing_face>,0
12435.0,<user> <user> <user> <user> noticed lot conservatives thoroughly disingenuous engaging twitter,0
14808.0,<user> <user> <user> may forgotten moment eu citizens rights afforded us eu citizens believe shit goes head,1
82579.0,<user> <user> modelling plenty women make shit tons money looking good,0
61917.0,<user> <user> hope way watch tv ted spanking liberals always enjoyable,0
33322.0,<user> <user> looked work history listed board leading age services aust lasa comes medicare local alliance ever hell,1
79251.0,<user> look mirror,0
42540.0,<user> sure <emoji : purple_heart>,0
83462.0,<user> <user> antifa people,0
87300.0,<user> cause bitches playing <emoji : loudly_crying_face> <emoji : loudly_crying_face> <emoji : loudly_crying_face> <emoji : loudly_crying_face> god aint give gift nothing,1
54125.0,<user> free bird return muslim homeland,0
14948.0,<user> <user> melting snow flakes,0
66798.0,<user> victim remains seen liberals turned kavanaughs hearings circus first minute started,0
38561.0,<user> <user> shocked hear liberals want centralize power federal level,0
55203.0,<user> <user> best best <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes>,0
31776.0,whatilearnedtoday liberals win without lying,0
60916.0,<user> fast furious holder lol,0
97277.0,<user> getting scared ugly man,1
59721.0,<user> supreme court worthy,0
53839.0,<user> god hope url,0
15616.0,<user> <user> <user> yes,0
95200.0,<user> <user> <user> <user> <user> bitch url,1
65790.0,prove causation either conservatives cda surely love idea 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎 <user> bashing pm <user> help think also egging former continue bashing boost fortune vainly url,0
48548.0,<user> 2 republican men picture 85 84 men age law makers old sorry young republicans like young conservatives born 40 years age,0
62541.0,<user> <user> stunning,0
18474.0,<user> focus proud boys know real journalist kelly focus ones violence antifa want story focus journalists leftist activists constantly ignoring antifa attacks people,0
33096.0,<user> hahaha big thighs going make,1
22879.0,<user> <user> <user> <user> called educating liberals,0
81470.0,maga christineford trump2020 tcot ccot americafirst patriots <user> brettkavanaugh say bill clinton whitewater imperative make pattern revolting behavior clear piece painful piece indeed url,1
20322.0,maga people low iq gdp growth means literally nothing way translate higher income white familes individuals billions goes companies government jobs create labour pays less living wage lmao url,1
26694.0,<user> <user> wonna get paid pick energy people scream shout like kavanaugh hearing url,0
60130.0,<user> bro go watch hold backwood interview like shit irritating lmao nigga mad suspicious,1
54559.0,bitch built like could beat ass wants url,1
34961.0,<user> <user> <user> <user> <user> <user> <user> <user> trash,0
14285.0,<user> <user> pathetic man,1
25012.0,<user> <user> <user> new psychology thinker think religion aggressive thought deeply think hinduism <emoji : grinning_face> <emoji : grinning_face> <emoji : grinning_face> <emoji : grinning_face>,0
61272.0,<user> thank goodness mn passive aggressive love,0
56949.0,<user> <user> angel much love,0
34893.0,<user> <user> asking arrest liberals butthurt 19 months impeachable offense,0
90958.0,<user> <user> tolerant left,0
42133.0,<user> <user> <user> <user> <user> <user> must talking hateful conservatives,1
18834.0,<user> <user> thats correct maga,1
12741.0,<user> <user> <user> <user> show single case antifa actually murdered someone far right murdered someone charlottesville <emoji : person_shrugging> hypocrisy works ways,0
29300.0,<user> white people thank jesus republicans amp ex crackheads say america hating liberals christians many ex dems thank jesus amp many former emmys watchers thank jesus daily country <user> amp ability turn <user>,0
14850.0,<user> skip realize saying become professional tweeter kind shitting sports casters many td receptions skip year,0
38043.0,<user> <user> <user> leftist wrong liberal colleges ppl students come unmask corrupt woman determined destroy good judge wants liberals courts <user> <user> <user>,1
40340.0,<user> <user> <user> <user> feeling touch first time <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes>,0
76709.0,<user> <user> <user> <user> great mark great one levin candace great owens together team unbeatable sent liberals frenzy whole block liberal voters heads explode sadly alyssa milano wet pants great team,1
22728.0,<user> stratadata ai data hairball <user> tdavis touring application cognitive machinelearning techniques speed governance data url,1
14037.0,<user> <user> <user> grossly misinterpreting people across parties condemn action look bill davis brian mulroney see even conservatives think horrible decision,0
11640.0,<user> <user> <user> <user> proposing scare tactics really meant said trump easily pull good maga republicans easily steal enough votes gop dem independents bring fresh breath rotten politics think,1
47009.0,<user> <user> <user> <user> liberal would support liberal spent million get liberals elected office libfail url,1
90912.0,<user> notice everyone avoids tweet <emoji : index_pointing_up> <emoji : index_pointing_up> might think referring <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> comrade stalk everyone <emoji : love-you_gesture> <emoji : love-you_gesture>,0
97936.0,<user> weirdly vicious bitter extrapolate everyone access decent healthcare liberals think criminals free reveals pretty brutalist impenetrable mind,1
12531.0,<user> fuck game watching,1
61448.0,<user> grown <emoji : loudly_crying_face> <emoji : loudly_crying_face> <emoji : loudly_crying_face>,0
23853.0,health amp nature threat uk us <user> url,0
58454.0,<user> <user> kavanaugh need terms guilty people ones need terms let clue worried going make terrible impression believable trying manage concern,0
13136.0,anonymous message antifa q qanon thegreatawakening commieclowns resistancerises resistance url,0
74670.0,<user> antifa place society,0
45111.0,<user> <user> two votes home west texas stoked inspiring,0
72024.0,<user> liberals trashy,1
11405.0,<user> grape,0
90605.0,<user> hello somebody need hyukjae danger watching fancams,0
98547.0,<user> yes saw say tapper kept basket kept coming back stupid answers finally gave think big fan policies stupid please,1
98382.0,<user> go anything fucked head,1
80430.0,<user> sure thinking,0
68007.0,<user> url guy guy looks like sheila qanon maga greatawakening crocodile dundee url,0
88809.0,<user> <user> <user> problem go back fast furious proof atf looking influence gun control us may preposterous government would fake sandy hook facilitating drug war somewhat similar,0
15863.0,<user> oh dear sorry migraine well sending prayers <emoji : red_heart> <emoji : smiling_face_with_smiling_eyes> <emoji : rose>,0
11918.0,<user> sister far kindest sweetest person alive use grandma passed may woman saint even song written mom saint written children course url,0
17391.0,<user> liberals mentally unstable,1
34443.0,<user> <user> authorized search warrant mr jean home racist drug test premediated murder slandered victim,1
19732.0,<user> dude r u trolling ash rock z <emoji : beaming_face_with_smiling_eyes> guy hurry see bjp govt state,0
52972.0,<user> <user> said always praying even tho anything sure heart broken well events,0
20800.0,<user> <user> <user> one active threat could shot driving need gun control idea threat exists hypothetical excuse carry big scary gun,0
39866.0,<user> get life,0
61093.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> followed fantastic maga patriots <emoji : heart_exclamation> look forward following back thank amp wonderful day <emoji : united_states> <emoji : folded_hands> <emoji : two_hearts>,0
75384.0,<user> suicide rate america similar countries strict gun control use url u k jumping cliffs bridges common method,0
68664.0,<user> joining antifa,0
83290.0,5 5 canada regulated firearms since last quarter 19th century laws probably contributed canada 1 many handguns circulation us url,0
22185.0,<user> <user> <user> heard making waves,1
13257.0,<user> anita hill versus clarence thomas hope confirmation process end result maga <emoji : smiling_face_with_smiling_eyes> <emoji : thumbs_up_medium-light_skin_tone> <emoji : clapping_hands_medium-light_skin_tone> <emoji : folded_hands_medium-light_skin_tone> <emoji : victory_hand_medium-light_skin_tone> <emoji : police_officer_light_skin_tone> <emoji : woman_pilot_light_skin_tone> <emoji : united_states> <emoji : puerto_rico>,0
37630.0,3rd time teacher career parent tell praying always consider win <emoji : clapping_hands_light_skin_tone> <emoji : clapping_hands_light_skin_tone> teacherlife prayalloftheprayers url,0
51377.0,<user> welcome whysjamescryin,0
51635.0,<user> <user> funny watching liberals sudden 180 transparent warner problems leaks truth issues people big trouble warner likely one,0
87366.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> ladies always make smile know mean <emoji : face_with_tongue>,0
77089.0,thursdaythoughts fuck liberals forever,1
79972.0,<user> proven gun control laws intended disarm law abiding citizens subvert 2a criminal care gun laws,1
38981.0,<user> <user> <user> <user> nothing abusive ever done anyone including women people country putting horrible stress worrying going easy says agree gabby,0
30085.0,<user> <user> mxm nigger thinks give fuck url,1
95773.0,<user> <user> fake vote wants sympathy,1
94397.0,<user> <user> ask antifa one like amp respect,0
51053.0,10kids different women american jobless men nigerian men bomb,1
14131.0,<user> russian agent disgrace hey old creep <user> going die prison trump sold america russians time time years crimes scumbag,1
62738.0,<user> <user> wow salinsky tactics,0
33709.0,<user> insanely ridiculous bullshit,1
98754.0,<user> nhs way populated country conservatives privertised nhs buys,0
53995.0,<user> surprised pigs worked neonazis unmask antifa protestors local coverage shit journos like <user> cover rely <user> investigative coverage url,1
52965.0,<user> <user> gun control anyone disarmhate,0
19654.0,<user> <user> gun control practice reading comprehension first,0
46633.0,<user> <user> beginning believe liberals sociopaths none people believe rule law evidence crime go confirmbrettkavanaughnow,0
82171.0,<user> <user> 45 americans lazy vote non voters skew liberal many liberals vote throw vote away 3rd party losers next question,1
54467.0,<user> wait see maga tat across chest picture mueller,0
18747.0,<user> <user> amazing admire much always able raise ugliness amp hatred show us grace,0
55051.0,<user> <user> <user> <user> <user> <user> antifa party amp sudden expect us believe care anyone besides nope,1
59090.0,antifa caught guard getting confronted last person url via <user>,0
23159.0,<user> ouch,1
58548.0,<user> <user> wonder apologized diamond silk calling minstrel show fired making faces,1
41277.0,<user> awesome kavanaugh shake gun control dads hand sorry kid killed gun future judges fault happened omg white people cities silly,1
51592.0,<user> john podesta spirit cooking pedo photo valerie jarrett rather compromising situation maga qanon drainthedeepstate draintheswamp url,1
38752.0,<user> <user> somebody terrified happen american public knows truth drainthedeepstate maga trump2020 kag url,0
56068.0,<user> love way pisses liberals url,1
29892.0,<user> bet still sloane pretty awesome,0
88585.0,<user> <user> <user> auto correct gggrrr crazy witch,1
14234.0,<user> <user> turned speech sounded like liberals becoming another nasty party personal attacks various individuals,1
25552.0,sjw crap paedophilia hollywood tv movies gaming politics comics police publicauthorities like councils dwp dwpcrimes catholicchurch church vatican islam muslims used weapon missed anything nhs maybe mbga conservatives,0
97329.0,<user> another negative democrat refuses disappear,1
85409.0,<user> elected mp could please explain <user> still promoting ideas eu already rejected 6 months go nothing appears moving onward <user> like blind leading blind brexitshambles brexitmeansbrexit url,1
70465.0,<user> gon na tip two new assholes,0
14118.0,<user> effected radiation killed hope mentions lady gaga witch since known immortal witch supreme,1
63792.0,2020 election season trump dick magnificent dick tremendous leftists prove russian puppet trump whips dick fit senility conservatives vote trump victory,1
71927.0,science ecology health nature problem one many gun control url url,0
82293.0,<user> <user> <user> <user> interesting demoncraps even inventive enough create cartoons originally put republicans liberals koolaide drinkers always liberals also scum earth prove daily lies,1
48263.0,<user> believe president fake id,0
61995.0,<user> needs go joe p,0
32122.0,<user> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> url,0
65470.0,<user> <user> <user> think clue leadership liberals temperament 2 year old children told intellectual brilliance goat please stop tweeting tds making look quite fool,0
40450.0,someone please show <user> <user> <user> <user> <user> front center tonight unless get declass today maga url,0
61533.0,<user> ajsjjsjdkkdjdk want much literally tell die obey,1
31469.0,<user> <user> sorry hear loss friend,0
53663.0,<user> <user> characterizations famous people funny black cue race baiters 3 2 1,0
40857.0,<user> <user> <user> <user> dead necrophiliac well good know must suck chess never mind 3 dimensional chess even think one move ahead let alone many change twitter handle dumbaf even ish <emoji : face_with_rolling_eyes> <emoji : face_with_rolling_eyes> <emoji : face_with_rolling_eyes>,1
48969.0,<user> <user> funny conservatives like one defected sure mind liberal defected integrity,0
